Pelicula;F.Alquiler;F.Devolucion;Cliente;Empleado
WASH HEAVENLY;30/07/2005 23:59:21;05/08/2005 19:50:21;TAMMY SANDERS;Jon Stephens
KISS GLORY;31/07/2005 0:24:17;08/08/2005 18:47:17;RAMON CHOATE;Jon Stephens
DAWN POND;31/07/2005 0:25:05;09/08/2005 2:46:05;NELSON CHRISTENSON;Mike Hillyer
BORN SPINAL;31/07/2005 0:28:30;01/08/2005 0:22:30;EDWARD BAUGH;Jon Stephens
MOON BUNCH;31/07/2005 0:43:26;04/08/2005 19:12:26;JESSIE BANKS;Jon Stephens
CONNECTICUT TRAMP;31/07/2005 1:05:26;02/08/2005 22:30:26;SHANNON FREEMAN;Jon Stephens
WRONG BEHAVIOR;31/07/2005 1:11:53;07/08/2005 2:49:53;NINA SOTO;Mike Hillyer
SAGEBRUSH CLUELESS;31/07/2005 1:46:24;09/08/2005 6:11:24;EDUARDO HIATT;Mike Hillyer
PAYCHECK WAIT;31/07/2005 1:54:19;05/08/2005 0:50:19;MORRIS MCCARTER;Jon Stephens
JERICHO MULAN;31/07/2005 1:57:34;08/08/2005 23:33:34;MARSHALL THORN;Mike Hillyer
SEATTLE EXPECATIONS;31/07/2005 2:05:32;01/08/2005 6:59:32;DEANNA BYRD;Mike Hillyer
MAUDE MOD;31/07/2005 2:06:49;01/08/2005 22:27:49;SAM MCDUFFIE;Mike Hillyer
INDEPENDENCE HOTEL;31/07/2005 2:11:16;03/08/2005 6:58:16;VICTOR BARKLEY;Jon Stephens
NUTS TIES;31/07/2005 2:15:53;08/08/2005 2:38:53;JILL HAWKINS;Mike Hillyer
UNCUT SUICIDES;31/07/2005 2:17:27;07/08/2005 3:33:27;DEAN SAUER;Mike Hillyer
EGYPT TENENBAUMS;31/07/2005 2:37:44;02/08/2005 7:07:44;SAMUEL MARLOW;Jon Stephens
MUSIC BOONDOCK;31/07/2005 2:49:20;05/08/2005 2:36:20;LILLIE KIM;Jon Stephens
PACIFIC AMISTAD;31/07/2005 2:54:31;02/08/2005 2:48:31;WENDY HARRISON;Mike Hillyer
SEATTLE EXPECATIONS;31/07/2005 2:59:20;06/08/2005 3:52:20;VIRGINIA GREEN;Jon Stephens
CANDLES GRAPES;31/07/2005 3:01:11;05/08/2005 6:01:11;LAURA RODRIGUEZ;Mike Hillyer
MEMENTO ZOOLANDER;31/07/2005 3:03:07;05/08/2005 23:01:07;MICHAEL SILVERMAN;Mike Hillyer
SUSPECTS QUILLS;31/07/2005 3:07:16;04/08/2005 0:39:16;GLENN PULLEN;Mike Hillyer
KILLER INNOCENT;31/07/2005 3:17:16;08/08/2005 4:24:16;PERRY SWAFFORD;Mike Hillyer
EASY GLADIATOR;31/07/2005 3:22:30;05/08/2005 8:23:30;CYNTHIA YOUNG;Mike Hillyer
NETWORK PEAK;31/07/2005 3:27:58;03/08/2005 5:58:58;LINDA WILLIAMS;Mike Hillyer
NIGHTMARE CHILL;31/07/2005 3:28:47;04/08/2005 3:43:47;DORIS REED;Jon Stephens
SNOWMAN ROLLERCOASTER;31/07/2005 3:35:34;08/08/2005 22:50:34;JEROME KENYON;Mike Hillyer
PRIMARY GLASS;31/07/2005 3:42:51;01/08/2005 8:39:51;TODD TAN;Mike Hillyer
JUGGLER HARDLY;31/07/2005 3:43:43;02/08/2005 0:11:43;DARREN WINDHAM;Jon Stephens
CINCINATTI WHISPERER;31/07/2005 3:53:24;05/08/2005 8:32:24;ROSA REYNOLDS;Jon Stephens
HOOSIERS BIRDCAGE;31/07/2005 3:54:43;05/08/2005 3:54:43;JESSIE BANKS;Jon Stephens
INSTINCT AIRPORT;31/07/2005 3:58:31;04/08/2005 7:34:31;JUDY GRAY;Jon Stephens
OUTLAW HANKY;31/07/2005 3:59:31;08/08/2005 4:19:31;ALLAN CORNISH;Mike Hillyer
JOON NORTHWEST;31/07/2005 4:21:45;02/08/2005 9:20:45;NORMAN CURRIER;Mike Hillyer
SATISFACTION CONFIDENTIAL;31/07/2005 4:30:03;06/08/2005 9:13:03;MARIA MILLER;Mike Hillyer
GOSFORD DONNIE;31/07/2005 4:30:48;03/08/2005 1:12:48;MICHEAL FORMAN;Mike Hillyer
HOUSE DYNAMITE;31/07/2005 4:57:07;07/08/2005 10:55:07;AUSTIN CINTRON;Jon Stephens
DREAM PICKUP;31/07/2005 5:04:08;06/08/2005 0:52:08;RAYMOND MCWHORTER;Jon Stephens
DOCTOR GRAIL;31/07/2005 5:33:25;09/08/2005 9:41:25;KELLY TORRES;Mike Hillyer
DOOM DANCING;31/07/2005 5:33:48;04/08/2005 7:43:48;MELISSA KING;Mike Hillyer
SHAKESPEARE SADDLE;31/07/2005 5:35:48;08/08/2005 4:28:48;TED BREAUX;Jon Stephens
ZORRO ARK;31/07/2005 5:40:35;09/08/2005 8:18:35;MARIO CHEATHAM;Mike Hillyer
WARS PLUTO;31/07/2005 6:34:06;08/08/2005 10:29:06;IDA ANDREWS;Jon Stephens
BIRD INDEPENDENCE;31/07/2005 6:34:55;09/08/2005 9:15:55;SHIRLEY ALLEN;Jon Stephens
CHRISTMAS MOONSHINE;31/07/2005 6:39:13;05/08/2005 9:31:13;MINNIE ROMERO;Jon Stephens
STAGECOACH ARMAGEDDON;31/07/2005 6:50:06;06/08/2005 8:41:06;TODD TAN;Mike Hillyer
SABRINA MIDNIGHT;31/07/2005 7:13:16;06/08/2005 9:12:16;MILTON HOWLAND;Jon Stephens
ZORRO ARK;31/07/2005 7:32:21;01/08/2005 5:07:21;TONY CARRANZA;Jon Stephens
ATTRACTION NEWTON;31/07/2005 7:44:18;08/08/2005 12:45:18;JACK FOUST;Mike Hillyer
RECORDS ZORRO;31/07/2005 7:45:33;08/08/2005 8:56:33;NANCY THOMAS;Mike Hillyer
DANCING FEVER;31/07/2005 8:13:28;07/08/2005 10:11:28;VERONICA STONE;Mike Hillyer
ROOM ROMAN;31/07/2005 8:23:53;08/08/2005 12:03:53;BECKY MILES;Jon Stephens
MOURNING PURPLE;31/07/2005 8:25:03;08/08/2005 4:16:03;SARAH LEWIS;Jon Stephens
TROOPERS METAL;31/07/2005 8:43:43;01/08/2005 13:25:43;PRISCILLA LOWE;Jon Stephens
IDENTITY LOVER;31/07/2005 8:58:40;09/08/2005 8:34:40;KAREN JACKSON;Jon Stephens
KANE EXORCIST;31/07/2005 9:04:14;05/08/2005 14:40:14;ALBERTO HENNING;Jon Stephens
PRIMARY GLASS;31/07/2005 9:19:46;06/08/2005 8:07:46;CORY MEEHAN;Mike Hillyer
AIRPLANE SIERRA;31/07/2005 9:20:50;01/08/2005 5:34:50;CARLA GUTIERREZ;Jon Stephens
OUTFIELD MASSACRE;31/07/2005 9:25:57;07/08/2005 12:56:57;JULIAN VEST;Jon Stephens
ANGELS LIFE;31/07/2005 9:34:03;08/08/2005 5:30:03;PHILIP CAUSEY;Mike Hillyer
RUSH GOODFELLAS;31/07/2005 9:46:49;03/08/2005 11:20:49;JULIA FLORES;Mike Hillyer
OZ LIAISONS;31/07/2005 9:52:16;06/08/2005 9:26:16;ROBERTO VU;Mike Hillyer
SIDE ARK;31/07/2005 9:56:07;01/08/2005 13:50:07;JOANNE ROBERTSON;Jon Stephens
WYOMING STORM;31/07/2005 9:56:56;04/08/2005 9:38:56;RANDY GAITHER;Mike Hillyer
MALKOVICH PET;31/07/2005 10:01:03;03/08/2005 7:20:03;BEVERLY BROOKS;Jon Stephens
ENDING CROWDS;31/07/2005 10:08:33;03/08/2005 14:56:33;LUIS YANEZ;Mike Hillyer
KNOCK WARLOCK;31/07/2005 10:13:02;09/08/2005 14:46:02;GAIL KNIGHT;Mike Hillyer
LION UNCUT;31/07/2005 10:14:26;06/08/2005 16:11:26;BARRY LOVELACE;Mike Hillyer
TITANS JERK;31/07/2005 10:22:15;02/08/2005 10:02:15;SERGIO STANFIELD;Mike Hillyer
MASK PEACH;31/07/2005 10:25:21;03/08/2005 4:28:21;KIRK STCLAIR;Mike Hillyer
SECRETS PARADISE;31/07/2005 10:26:19;09/08/2005 9:02:19;KAY CALDWELL;Mike Hillyer
WAGON JAWS;31/07/2005 10:28:21;09/08/2005 13:45:21;HENRY BILLINGSLEY;Mike Hillyer
SIEGE MADRE;31/07/2005 10:35:22;03/08/2005 5:34:22;JOHN FARNSWORTH;Mike Hillyer
ZORRO ARK;31/07/2005 10:45:11;03/08/2005 14:29:11;DAISY BATES;Mike Hillyer
DIRTY ACE;31/07/2005 10:52:43;09/08/2005 6:08:43;MATHEW BOLIN;Mike Hillyer
INTERVIEW LIAISONS;31/07/2005 11:00:58;02/08/2005 10:13:58;MARSHA DOUGLAS;Jon Stephens
INTOLERABLE INTENTIONS;31/07/2005 11:04:20;03/08/2005 5:28:20;EDUARDO HIATT;Mike Hillyer
TREATMENT JEKYLL;31/07/2005 11:11:10;03/08/2005 7:36:10;KATHLEEN ADAMS;Jon Stephens
REAR TRADING;31/07/2005 11:17:22;07/08/2005 15:54:22;MARSHALL THORN;Mike Hillyer
IDAHO LOVE;31/07/2005 11:22:41;01/08/2005 9:40:41;JULIO NOLAND;Jon Stephens
ANONYMOUS HUMAN;31/07/2005 11:29:46;08/08/2005 15:49:46;RACHEL BARNES;Mike Hillyer
MOSQUITO ARMAGEDDON;31/07/2005 11:30:51;08/08/2005 12:52:51;TYRONE ASHER;Mike Hillyer
HOBBIT ALIEN;31/07/2005 11:39:13;06/08/2005 9:11:13;MISTY LAMBERT;Jon Stephens
STATE WASTELAND;31/07/2005 11:56:57;02/08/2005 17:05:57;RANDY GAITHER;Mike Hillyer
BALLOON HOMEWARD;31/07/2005 11:58:38;07/08/2005 8:11:38;RICKY SHELBY;Jon Stephens
HOMICIDE PEACH;31/07/2005 11:59:32;04/08/2005 7:14:32;LAURIE LAWRENCE;Mike Hillyer
KILLER INNOCENT;31/07/2005 12:05:42;07/08/2005 15:26:42;PATRICK NEWSOM;Mike Hillyer
WYOMING STORM;31/07/2005 12:24:19;09/08/2005 15:31:19;NELLIE GARRETT;Mike Hillyer
AFRICAN EGG;31/07/2005 12:50:24;08/08/2005 8:30:24;JOYCE EDWARDS;Jon Stephens
RIDGEMONT SUBMARINE;31/07/2005 13:00:53;09/08/2005 15:56:53;REGINA BERRY;Mike Hillyer
DISTURBING SCARFACE;31/07/2005 13:04:14;09/08/2005 15:22:14;GWENDOLYN MAY;Mike Hillyer
BUGSY SONG;31/07/2005 13:05:03;01/08/2005 9:05:03;DUANE TUBBS;Jon Stephens
CONEHEADS SMOOCHY;31/07/2005 13:21:54;07/08/2005 9:09:54;DEANNA BYRD;Mike Hillyer
BRIGHT ENCOUNTERS;31/07/2005 13:22:51;05/08/2005 16:04:51;VANESSA SIMS;Mike Hillyer
ATLANTIS CAUSE;31/07/2005 13:25:46;01/08/2005 13:12:46;EDNA WEST;Jon Stephens
CONTACT ANONYMOUS;31/07/2005 13:37:51;07/08/2005 18:05:51;RYAN SALISBURY;Jon Stephens
ENOUGH RAGING;31/07/2005 13:41:57;06/08/2005 15:27:57;EVERETT BANDA;Jon Stephens
BRIDE INTRIGUE;31/07/2005 14:00:32;05/08/2005 19:16:32;NELSON CHRISTENSON;Mike Hillyer
ROCK INSTINCT;31/07/2005 14:05:44;02/08/2005 16:21:44;WARREN SHERROD;Jon Stephens
SNATCH SLIPPER;31/07/2005 14:07:44;05/08/2005 18:01:44;BETH FRANKLIN;Jon Stephens
CONVERSATION DOWNHILL;31/07/2005 14:07:56;05/08/2005 14:56:56;JORDAN ARCHULETA;Mike Hillyer
MENAGERIE RUSHMORE;31/07/2005 14:09:48;01/08/2005 20:02:48;KIRK STCLAIR;Mike Hillyer
ROBBERY BRIGHT;31/07/2005 14:12:36;08/08/2005 8:59:36;REGINA BERRY;Mike Hillyer
GHOST GROUNDHOG;31/07/2005 14:31:44;08/08/2005 20:03:44;STEVEN CURLEY;Mike Hillyer
UNDEFEATED DALMATIONS;31/07/2005 14:38:12;01/08/2005 13:56:12;ROSEMARY SCHMIDT;Mike Hillyer
WATCH TRACY;31/07/2005 14:39:52;09/08/2005 9:46:52;SHIRLEY ALLEN;Jon Stephens
BLINDNESS GUN;31/07/2005 14:47:57;05/08/2005 18:20:57;THELMA MURRAY;Mike Hillyer
PLUTO OLEANDER;31/07/2005 14:49:04;03/08/2005 15:40:04;ADAM GOOCH;Mike Hillyer
SONG HEDWIG;31/07/2005 14:51:04;06/08/2005 12:12:04;TAMARA NGUYEN;Mike Hillyer
DARLING BREAKING;31/07/2005 14:54:52;07/08/2005 13:18:52;EDWIN BURK;Mike Hillyer
GILBERT PELICAN;31/07/2005 15:00:15;05/08/2005 11:09:15;TONYA CHAPMAN;Jon Stephens
SNOWMAN ROLLERCOASTER;31/07/2005 15:11:51;09/08/2005 18:26:51;GREG ROBINS;Mike Hillyer
SAGEBRUSH CLUELESS;31/07/2005 15:18:19;04/08/2005 14:23:19;IDA ANDREWS;Jon Stephens
GOODFELLAS SALUTE;31/07/2005 15:19:48;05/08/2005 21:09:48;GWENDOLYN MAY;Mike Hillyer
JET NEIGHBORS;31/07/2005 15:27:07;05/08/2005 11:23:07;DOROTHY TAYLOR;Mike Hillyer
SLIPPER FIDELITY;31/07/2005 15:28:10;06/08/2005 21:20:10;ROLAND SOUTH;Jon Stephens
SUNSET RACER;31/07/2005 15:29:06;06/08/2005 14:26:06;CRAIG MORRELL;Jon Stephens
ZOOLANDER FICTION;31/07/2005 15:35:43;07/08/2005 17:37:43;JULIO NOLAND;Jon Stephens
IDOLS SNATCHERS;31/07/2005 15:47:51;02/08/2005 19:06:51;CHRISTOPHER GRECO;Mike Hillyer
HANKY OCTOBER;31/07/2005 15:57:07;05/08/2005 12:04:07;DARRELL POWER;Jon Stephens
HAUNTED ANTITRUST;31/07/2005 16:03:55;04/08/2005 15:16:55;ANNE POWELL;Jon Stephens
BIRD INDEPENDENCE;31/07/2005 16:04:22;03/08/2005 21:51:22;BETH FRANKLIN;Jon Stephens
DETECTIVE VISION;31/07/2005 16:05:52;05/08/2005 14:15:52;DAVE GARDINER;Jon Stephens
HARRY IDAHO;31/07/2005 16:07:50;07/08/2005 18:37:50;AMANDA CARTER;Jon Stephens
NIGHTMARE CHILL;31/07/2005 16:38:24;02/08/2005 12:59:24;WILLARD LUMPKIN;Jon Stephens
MONSTER SPARTACUS;31/07/2005 17:09:02;02/08/2005 13:02:02;HERBERT KRUGER;Jon Stephens
HANKY OCTOBER;31/07/2005 17:14:47;01/08/2005 12:11:47;ANNE POWELL;Jon Stephens
GRAFFITI LOVE;31/07/2005 17:22:39;01/08/2005 18:55:39;RACHEL BARNES;Mike Hillyer
UNDEFEATED DALMATIONS;31/07/2005 17:29:48;09/08/2005 13:02:48;DAVID ROYAL;Jon Stephens
HOOSIERS BIRDCAGE;31/07/2005 17:30:47;04/08/2005 12:20:47;STACY CUNNINGHAM;Jon Stephens
MARRIED GO;31/07/2005 17:40:35;04/08/2005 18:15:35;MELISSA KING;Mike Hillyer
MEMENTO ZOOLANDER;31/07/2005 17:59:36;03/08/2005 22:43:36;LOIS BUTLER;Jon Stephens
CHAINSAW UPTOWN;31/07/2005 18:02:41;08/08/2005 17:04:41;MARJORIE TUCKER;Mike Hillyer
ALI FOREVER;31/07/2005 18:11:17;03/08/2005 15:48:17;SUZANNE NICHOLS;Jon Stephens
BETRAYED REAR;31/07/2005 18:21:08;02/08/2005 14:03:08;KARL SEAL;Jon Stephens
RAGE GAMES;31/07/2005 18:24:39;01/08/2005 19:16:39;FREDDIE DUGGAN;Mike Hillyer
HELLFIGHTERS SIERRA;31/07/2005 18:25:30;04/08/2005 13:35:30;WENDY HARRISON;Mike Hillyer
BEAR GRACELAND;31/07/2005 18:26:36;09/08/2005 16:16:36;CARRIE PORTER;Mike Hillyer
BUGSY SONG;31/07/2005 18:29:09;07/08/2005 14:20:09;JAIME NETTLES;Jon Stephens
CALENDAR GUNFIGHT;31/07/2005 18:37:47;06/08/2005 14:58:47;WILLARD LUMPKIN;Jon Stephens
LADY STAGE;31/07/2005 18:41:55;04/08/2005 22:45:55;ELLEN SIMPSON;Mike Hillyer
PARADISE SABRINA;31/07/2005 19:01:02;07/08/2005 21:32:02;CARLOS COUGHLIN;Mike Hillyer
ANALYZE HOOSIERS;31/07/2005 19:01:25;06/08/2005 14:21:25;ROSEMARY SCHMIDT;Mike Hillyer
ROBBERS JOON;31/07/2005 19:02:33;05/08/2005 13:24:33;CRAIG MORRELL;Jon Stephens
ARACHNOPHOBIA ROLLERCOASTER;31/07/2005 19:14:20;05/08/2005 19:45:20;DENISE KELLY;Mike Hillyer
TITANS JERK;31/07/2005 19:15:39;07/08/2005 22:32:39;MELINDA FERNANDEZ;Mike Hillyer
MOSQUITO ARMAGEDDON;31/07/2005 19:15:58;05/08/2005 20:23:58;JOSHUA MARK;Mike Hillyer
HUNCHBACK IMPOSSIBLE;31/07/2005 19:20:49;03/08/2005 14:39:49;NAOMI JENNINGS;Mike Hillyer
FELLOWSHIP AUTUMN;31/07/2005 19:23:25;04/08/2005 19:38:25;SHAWN HEATON;Mike Hillyer
POND SEATTLE;31/07/2005 19:27:02;06/08/2005 21:15:02;STEPHANIE MITCHELL;Mike Hillyer
FIDDLER LOST;31/07/2005 19:27:34;01/08/2005 13:45:34;CHARLIE BESS;Jon Stephens
SWEDEN SHINING;31/07/2005 19:39:38;05/08/2005 22:49:38;JEAN BELL;Mike Hillyer
UNFAITHFUL KILL;31/07/2005 19:53:15;05/08/2005 23:12:15;SALVADOR TEEL;Jon Stephens
ENCOUNTERS CURTAIN;31/07/2005 20:09:32;01/08/2005 15:41:32;IRENE PRICE;Jon Stephens
NONE SPIKING;31/07/2005 20:14:08;07/08/2005 1:33:08;EILEEN CARR;Jon Stephens
FATAL HAUNTED;31/07/2005 20:15:22;07/08/2005 1:33:22;COURTNEY DAY;Mike Hillyer
TARZAN VIDEOTAPE;31/07/2005 20:22:01;04/08/2005 17:30:01;JESSIE MILAM;Mike Hillyer
HEARTBREAKERS BRIGHT;31/07/2005 20:23:13;02/08/2005 21:58:13;JUANITA MASON;Jon Stephens
SUGAR WONKA;31/07/2005 20:30:32;04/08/2005 0:04:32;LAUREN HUDSON;Jon Stephens
TIES HUNGER;31/07/2005 20:49:10;08/08/2005 20:15:10;BEATRICE ARNOLD;Mike Hillyer
ROCK INSTINCT;31/07/2005 20:49:14;05/08/2005 1:11:14;HOLLY FOX;Jon Stephens
SLUMS DUCK;31/07/2005 21:02:14;01/08/2005 18:28:14;JOSE ANDREW;Mike Hillyer
NONE SPIKING;31/07/2005 21:04:49;08/08/2005 19:25:49;MIKE WAY;Mike Hillyer
MINDS TRUMAN;31/07/2005 21:08:56;01/08/2005 23:35:56;ELSIE KELLEY;Jon Stephens
MOTHER OLEANDER;31/07/2005 21:13:47;10/08/2005 0:44:47;NICOLE PETERSON;Mike Hillyer
EARRING INSTINCT;31/07/2005 21:16:31;03/08/2005 2:32:31;LESLIE GORDON;Mike Hillyer
TYCOON GATHERING;31/07/2005 21:29:28;09/08/2005 0:04:28;ALMA AUSTIN;Mike Hillyer
HOMEWARD CIDER;31/07/2005 21:31:49;04/08/2005 0:06:49;EARL SHANKS;Mike Hillyer
ACADEMY DINOSAUR;31/07/2005 21:36:07;03/08/2005 23:59:07;DEBRA NELSON;Mike Hillyer
TRAMP OTHERS;31/07/2005 21:45:28;04/08/2005 0:19:28;BEN EASTER;Jon Stephens
STRICTLY SCARFACE;31/07/2005 21:50:24;07/08/2005 23:37:24;SARAH LEWIS;Jon Stephens
POND SEATTLE;31/07/2005 21:58:56;03/08/2005 19:44:56;PATRICIA JOHNSON;Mike Hillyer
CHAMBER ITALIAN;31/07/2005 22:01:41;07/08/2005 22:24:41;MARCIA DEAN;Mike Hillyer
BOULEVARD MOB;31/07/2005 22:02:20;04/08/2005 2:09:20;MARIO CHEATHAM;Mike Hillyer
MAGIC MALLRATS;31/07/2005 22:03:20;07/08/2005 23:15:20;GUY BROWNLEE;Jon Stephens
EYES DRIVING;31/07/2005 22:18:43;02/08/2005 23:08:43;ELSIE KELLEY;Jon Stephens
EXORCIST STING;31/07/2005 23:11:01;07/08/2005 1:52:01;PEDRO CHESTNUT;Jon Stephens
MAIDEN HOME;31/07/2005 23:29:51;09/08/2005 1:57:51;BRADLEY MOTLEY;Mike Hillyer
LOVER TRUMAN;31/07/2005 23:40:08;06/08/2005 21:08:08;WILLIE MARKHAM;Jon Stephens
JERK PAYCHECK;31/07/2005 23:42:33;03/08/2005 1:30:33;DIANNE SHELTON;Jon Stephens
INSIDER ARIZONA;31/07/2005 23:49:54;01/08/2005 20:46:54;MONICA HICKS;Jon Stephens
TOMATOES HELLFIGHTERS;01/08/2005 0:08:01;09/08/2005 18:14:01;WILLARD LUMPKIN;Jon Stephens
VIDEOTAPE ARSENIC;01/08/2005 0:08:01;09/08/2005 20:41:01;HOWARD FORTNER;Mike Hillyer
DRAGONFLY STRANGERS;01/08/2005 0:28:38;06/08/2005 2:23:38;ALMA AUSTIN;Mike Hillyer
GIANT TROOPERS;01/08/2005 0:33:00;05/08/2005 3:37:00;DAVE GARDINER;Jon Stephens
DWARFS ALTER;01/08/2005 0:35:25;07/08/2005 6:04:25;ELAINE STEVENS;Jon Stephens
CAT CONEHEADS;01/08/2005 0:39:05;05/08/2005 1:07:05;LEE HAWKS;Mike Hillyer
COMA HEAD;01/08/2005 0:47:39;05/08/2005 1:11:39;SIDNEY BURLESON;Mike Hillyer
AIRPLANE SIERRA;01/08/2005 0:48:24;06/08/2005 23:53:24;WANDA PATTERSON;Mike Hillyer
ORIENT CLOSER;01/08/2005 0:53:01;05/08/2005 5:51:01;RAYMOND MCWHORTER;Jon Stephens
ALADDIN CALENDAR;01/08/2005 0:58:52;10/08/2005 1:16:52;CLARENCE GAMEZ;Mike Hillyer
DYNAMITE TARZAN;01/08/2005 1:07:27;09/08/2005 0:42:27;ALAN KAHN;Mike Hillyer
EARTH VISION;01/08/2005 1:17:42;08/08/2005 2:45:42;DAISY BATES;Mike Hillyer
PET HAUNTING;01/08/2005 1:40:04;08/08/2005 1:02:04;FLORENCE WOODS;Mike Hillyer
CROOKED FROGMEN;01/08/2005 1:42:22;09/08/2005 23:45:22;JOHNNIE CHISHOLM;Jon Stephens
SALUTE APOLLO;01/08/2005 1:45:26;10/08/2005 6:21:26;ANNETTE OLSON;Mike Hillyer
DIVIDE MONSTER;01/08/2005 1:50:49;06/08/2005 3:12:49;CHESTER BENNER;Mike Hillyer
CARRIE BUNCH;01/08/2005 2:08:05;02/08/2005 1:52:05;LAURIE LAWRENCE;Mike Hillyer
WOLVES DESIRE;01/08/2005 2:09:33;07/08/2005 2:22:33;EDNA WEST;Jon Stephens
FREDDY STORM;01/08/2005 2:12:25;08/08/2005 0:37:25;GERALDINE PERKINS;Mike Hillyer
TELEGRAPH VOYAGE;01/08/2005 2:34:06;09/08/2005 2:33:06;LORETTA CARPENTER;Mike Hillyer
PANTHER REDS;01/08/2005 2:39:12;06/08/2005 3:51:12;DEBRA NELSON;Mike Hillyer
LIBERTY MAGNIFICENT;01/08/2005 2:39:39;10/08/2005 0:40:39;JACQUELINE LONG;Jon Stephens
YENTL IDAHO;01/08/2005 2:46:13;03/08/2005 5:54:13;TOMMY COLLAZO;Mike Hillyer
ICE CROSSING;01/08/2005 2:51:09;08/08/2005 23:57:09;WESLEY BULL;Jon Stephens
HEAVEN FREEDOM;01/08/2005 2:52:05;03/08/2005 20:54:05;CASEY MENA;Mike Hillyer
STAR OPERATION;01/08/2005 3:01:26;08/08/2005 8:03:26;ANA BRADLEY;Jon Stephens
ANGELS LIFE;01/08/2005 3:14:34;10/08/2005 5:56:34;PRISCILLA LOWE;Jon Stephens
FLATLINERS KILLER;01/08/2005 3:22:41;05/08/2005 5:07:41;JUNE CARROLL;Mike Hillyer
FISH OPUS;01/08/2005 3:27:15;07/08/2005 23:01:15;LONNIE TIRADO;Jon Stephens
WORDS HUNTER;01/08/2005 3:35:11;05/08/2005 3:55:11;SALLY PIERCE;Jon Stephens
CADDYSHACK JEDI;01/08/2005 3:35:58;10/08/2005 5:17:58;NEIL RENNER;Jon Stephens
HOMEWARD CIDER;01/08/2005 4:04:37;01/08/2005 23:59:37;BYRON BOX;Mike Hillyer
NAME DETECTIVE;01/08/2005 4:05:04;09/08/2005 6:08:04;VIOLET RODRIQUEZ;Mike Hillyer
FANTASY TROOPERS;01/08/2005 4:06:03;05/08/2005 5:59:03;MATTHEW MAHAN;Jon Stephens
VIRGINIAN PLUTO;01/08/2005 4:08:11;04/08/2005 0:24:11;GERTRUDE CASTILLO;Mike Hillyer
FROGMEN BREAKING;01/08/2005 4:31:18;06/08/2005 1:49:18;MATTIE HOFFMAN;Jon Stephens
CRUELTY UNFORGIVEN;01/08/2005 4:36:53;04/08/2005 0:54:53;ALLAN CORNISH;Mike Hillyer
KISS GLORY;01/08/2005 4:39:26;08/08/2005 6:01:26;ALICIA MILLS;Mike Hillyer
MOVIE SHAKESPEARE;01/08/2005 4:52:12;08/08/2005 9:31:12;MYRTLE FLEMING;Mike Hillyer
STEERS ARMAGEDDON;01/08/2005 4:55:34;02/08/2005 5:18:34;TIMOTHY BUNN;Mike Hillyer
SUMMER SCARFACE;01/08/2005 4:58:32;04/08/2005 0:51:32;MARC OUTLAW;Jon Stephens
DOORS PRESIDENT;01/08/2005 4:59:53;03/08/2005 8:05:53;WAYNE TRUONG;Jon Stephens
BEVERLY OUTLAW;01/08/2005 5:01:46;10/08/2005 2:41:46;JIM REA;Mike Hillyer
CHAMBER ITALIAN;01/08/2005 5:05:50;10/08/2005 7:15:50;ROY WHITING;Jon Stephens
SLEEPING SUSPECTS;01/08/2005 5:18:23;06/08/2005 5:20:23;ADAM GOOCH;Mike Hillyer
IDOLS SNATCHERS;01/08/2005 5:23:00;04/08/2005 1:12:00;BETTY WHITE;Jon Stephens
FIREBALL PHILADELPHIA;01/08/2005 5:46:33;08/08/2005 9:14:33;JAVIER ELROD;Mike Hillyer
BIKINI BORROWERS;01/08/2005 5:49:17;10/08/2005 5:57:17;GLORIA COOK;Mike Hillyer
PIRATES ROXANNE;01/08/2005 5:49:49;04/08/2005 2:34:49;PEDRO CHESTNUT;Jon Stephens
BASIC EASY;01/08/2005 5:52:21;06/08/2005 5:52:21;FRED WHEAT;Jon Stephens
BILKO ANONYMOUS;01/08/2005 5:53:49;10/08/2005 0:42:49;ERIK GUILLEN;Jon Stephens
SEABISCUIT PUNK;01/08/2005 6:13:38;08/08/2005 4:40:38;RENE MCALISTER;Jon Stephens
VOICE PEACH;01/08/2005 6:25:27;07/08/2005 5:44:27;JOSEPH JOY;Jon Stephens
TROJAN TOMORROW;01/08/2005 6:27:13;07/08/2005 6:11:13;DUSTIN GILLETTE;Jon Stephens
LION UNCUT;01/08/2005 6:28:28;10/08/2005 5:45:28;EVERETT BANDA;Jon Stephens
MIDSUMMER GROUNDHOG;01/08/2005 6:39:14;02/08/2005 3:06:14;BRANDON HUEY;Mike Hillyer
COMMAND DARLING;01/08/2005 6:39:55;06/08/2005 2:16:55;DANA HART;Mike Hillyer
FURY MURDER;01/08/2005 6:42:20;07/08/2005 6:12:20;JESSICA HALL;Jon Stephens
GLEAMING JAWBREAKER;01/08/2005 6:42:31;08/08/2005 7:44:31;WANDA PATTERSON;Mike Hillyer
CONGENIALITY QUEST;01/08/2005 6:52:50;05/08/2005 8:45:50;MYRTLE FLEMING;Mike Hillyer
PANKY SUBMARINE;01/08/2005 7:08:46;08/08/2005 3:47:46;SONIA GREGORY;Mike Hillyer
HONEY TIES;01/08/2005 7:30:45;03/08/2005 3:03:45;RAMON CHOATE;Jon Stephens
MATRIX SNOWMAN;01/08/2005 7:31:25;07/08/2005 9:23:25;TERRY CARLSON;Mike Hillyer
